record_id,entry,trainer,fixed_budget_steps,parameters_total,non_embedding_parameters,seeds,passes,mean_timed_seconds,mean_wall_seconds,mean_pass_rate,sampler,nmc,inference_tflops_per_1024_token_sample,torch_profiler_tflops_per_1024_token_sample,attention_tflops_added_by_formula,inference_tflops_vs_ar,parameter_normalized_inference_tflops_vs_ar,diversity_unigram_entropy_bits_mean,diversity_distinct_2_mean,method_reference,recipe_snapshot,benchmark_label,command_log,record_path
0001,subs_mask,dlm,8000,169626449,131028305,50,44,1665.2,1740.6,0.8750,S=344,344,95.1614,82.5600,12.6014,0.9927,0.7275,,,https://arxiv.org/abs/2406.07524,recipe_snapshot.txt,leaderboard50-subs8k-wave01-s344-eps1e3,commands.jsonl,records/0001-subs-mask-s344/
